name,title_verbatim,group_or_dept,campus,other_affiliations,personal_url,evidence_url,notes
Gabriele Schrag,Prof. Dr.,Professur für Microsensors and Actuators,Munich city centre,,https://www.ee.cit.tum.de/msa/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=F8C74B5BFAD29602&pPersonenGruppe=3,"Address per TUMonline vCard: 80333 München, Arcisstr.   21 (Hauptstandort). Additional TUM org listed: TUEITEP Professur für Microsensors and Actuators (Prof. Schrag)."
Georg Carle,Prof. Dr.-Ing.,Lehrstuhl für Netzarchitekturen und Netzdienste,Garching,,http://www.net.in.tum.de/~carle/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=93604C5C4336A22D&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Boltzmannstr.    3/III."
Georg Groh,Apl. Prof. Dr.,"Social Computing group (Informatik 11 - Lehrstuhl für Angewandte Informatik / Kooperative Systeme, chair currently vacant/N.N.)",Garching,,https://soc.cit.tum.de,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=1CBEBE19A0AD46CC&pPersonenGruppe=3,"Außerplanmäßiger Professor (APL), listed on CIT professors page in the ""Außerplanmäßige Professoren"" category. Included (unlike other APL professors on that list) because he runs his own dedicated, independently-branded research group page (Social Computing, soc.cit.tum.de) rather than appearing embedded under another named professor's chair; the formal chair (Informatik 11) is shown as vacant (N.N.) on TUMonline. Address per TUMonline vCard: 85748 Garching b. München, Boltzmannstr. 3/I. Other APL professors on the CIT list (Callies, Fastl, Fischer, Gräb, Hartl, Karpfinger, Min, Soeder, Stechele, Struss) were excluded as either embedded within another professor's chair (non-independent, analogous to E15) or shown as retired/unassigned with no active homepage — see sources.txt category notes."
Georg Sigl,Prof. Dr.-Ing.,Lehrstuhl für Sicherheit in der Informationstechnik,Munich city centre,,https://www.ce.cit.tum.de/eisec/startseite/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=8A69DCD2945DEA34&pPersonenGruppe=3,"Address per TUMonline vCard: 80333 München, Arcisstrasse 21 (Sicherheit in der Informationstechnik)."
Gerhard Kramer,Prof. Dr.sc.tech.,Lehrstuhl für Nachrichtentechnik,Munich city centre,,https://www.ce.cit.tum.de/en/lnt/people/professors/kramer/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=F259B7D98D0C1057&pPersonenGruppe=3,"Address per TUMonline vCard: 80333 München, Theresienstr.   90/II (Lehrstuhl für Nachrichtentechnik)."
Gero Friesecke,Prof. Dr.,Lehrstuhl für Globale Analysis,Garching,,https://www.math.cit.tum.de/math/friesecke,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=08CFBD84FF80FAF6&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Boltzmannstr.    3."
Ghulam Destgeer,Prof. Dr.,Professur für Control and Manipulation of Microscale Living Objects,Munich city centre,,https://www.ee.cit.tum.de/mml,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=C8319F75D6115C7B&pPersonenGruppe=3,"Address per TUMonline vCard: 81675 München, Einsteinstr.   25 (Adresse am TranslaTUM)."
Gjergji Kasneci,Prof. Dr.,Responsible Data Science,Munich city centre,Primary appointment: TUM School of Social Sciences and Technology,https://www.gov.sot.tum.de/rds/prof-dr-gjergji-kasneci/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=1373256A21594B45&pPersonenGruppe=3,"Listed under CIT 'Zweitmitglieder' (secondary members) on https://www.cit.tum.de/cit/school/personen/professuren/ ; primary school per professoren.tum.de: TUM School of Social Sciences and Technology, TUM School of Computation, Information and Technology. Address per TUMonline vCard: 80333 München, Arcisstr.   21."
Gordon Cheng,Prof. Dr.,Lehrstuhl für Kognitive Systeme,Munich city centre,,https://www.ce.cit.tum.de/ics,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=E0A7569606CE4462&pPersonenGruppe=3,"Address per TUMonline vCard: 80333 München, Karlstraße 45/II (Lst. f. Kognitive Systeme (ICS))."
Gregor Kemper,Prof. Dr. rer. nat. habil.,Lehrstuhl für Algorithmische Algebra,Garching,,https://www.math.cit.tum.de/algebra/kemper/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=DCBB2AF9D0C05648&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Boltzmannstr.    3."
Hans Michael Gerndt,Prof. Dr. rer. nat. habil.,Professur für Architektur paralleler und verteilter Systeme -,Garching,,https://www.in.tum.de/~gerndt,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=2F73BCF90A58B0E0&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Boltzmannstr.    3/I."
Hans-Joachim Bungartz,Prof. Dr. rer. nat. habil.,Lehrstuhl für Scientific Computing,Garching,,https://www.cs.cit.tum.de/sccs/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=3241760AB73BA3F7&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Boltzmannstr.    3/II."
Harald Räcke,Prof. Dr.,Professur für Theoretische Informatik -,Garching,,https://www.cs.cit.tum.de/tcs/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=7B1A2E9A458135E3&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Boltzmannstr.    3/III."
Hartwig Anzt,Prof. Dr. rer. nat.,Lehrstuhl für Computational Mathematics,Heilbronn,,https://www.cs.cit.tum.de/coma,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=72BFB36BA19D260C&pPersonenGruppe=3,"Address per TUMonline vCard: 74076 Heilbronn, Bildungscampus    2."
Holger Boche,Prof. Dr. rer. nat. Dr.-Ing.,Lehrstuhl für Theoretische Informationstechnik,Munich city centre,,https://www.ce.cit.tum.de/lti/startseite,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=2E80BAF3692A94FD&pPersonenGruppe=3,"Address per TUMonline vCard: 80333 München, Theresienstr.   90/IV (Lehrstuhl LTI)."
Hussam Amrouch,Prof. Dr.-Ing.,Professur für AI Processor Design,Garching,,https://www.ce.cit.tum.de/aipro/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=894A6D4391C7631E&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Friedrich-Ludwig-Bauer-Str.    3."
Ingo Weber,Prof. Dr.,Lehrstuhl für Information System Development and Operation,Garching,,https://www.cs.cit.tum.de/isdo/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=7FEB3809FD0D837E&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Friedrich-Ludwig-Bauer-Str.    5/I."
Jana Diesner,Prof. Dr.,Human-Centered Computing,Munich city centre,Primary appointment: TUM School of Social Sciences and Technology,https://www.gov.sot.tum.de/hcc,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=12B7728FDB5773AA&pPersonenGruppe=3,"Listed under CIT 'Zweitmitglieder' (secondary members) on https://www.cit.tum.de/cit/school/personen/professuren/ ; primary school per professoren.tum.de: TUM School of Social Sciences and Technology. Address per TUMonline vCard: 80333 München, Augustenstr.   40/I."
Jana Giceva Makreshanska,Prof. Dr.sc. ETH Zürich,Technische Universität München,Munich city centre,,https://db.in.tum.de/people/sites/giceva,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=50C4280A382D8E63&pPersonenGruppe=3,"Address per TUMonline vCard: 80333 München, Arcisstr.   21. Additional TUM org listed: TUINF24 Informatik 3 - Professur für Database Systems (Prof. Giceva)."
Jens Großklags,Prof. Dr.,Professur für Cyber Trust,Garching,,https://www.cs.cit.tum.de/ct/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=E24E0D1468539BBD&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Boltzmannstr.    3/I (Lehrstuhl für Cyber Trust)."
Jia Chen,Prof. Dr.-Ing.,Professur für Umweltsensorik und Modellierung,Munich city centre,,https://www.esm.ei.tum.de,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=1FFCB0A4079A2968&pPersonenGruppe=3,"Address per TUMonline vCard: 80333 München, Theresienstr.   90/I (Umweltsensorik und Modellierung)."
Joachim Henkel,Prof. Dr.,Dr. Theo Schöller-Stiftungslehrstuhls für Technologie- und Innovationsmanagement,Munich city centre,Primary appointment: TUM School of Management,http://www.tim.wi.tum.de/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=C6EA5BC8C0B66FAB&pPersonenGruppe=3,"Listed under CIT 'Zweitmitglieder' (secondary members) on https://www.cit.tum.de/cit/school/personen/professuren/ ; primary school per professoren.tum.de: TUM School of Management. Address per TUMonline vCard: 80333 München, Arcisstr.   21 (Dr. Theo Schöller-Stiftungslehrstuhl)."
Johanna Pirker,Prof. Dr. techn.,Lehrstuhl für N-Dimensional User Experience,Garching,,https://jpirker.com,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=2396A8E6F76F455B&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Boltzmannstr.    3 (Standort Garching FMI Gebäude). Additional TUM org listed: TUS1324 Lehrstuhl für N-Dimensional User Experience (Prof. Pirker)."
Johannes Betz,Prof. Dr.,Autonome Fahrzeugsysteme,Garching,Primary appointment: TUM School of Engineering and Design,http://www.mos.ed.tum.de/avs,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=3D84811277C5B6A7&pPersonenGruppe=3,"Listed under CIT 'Zweitmitglieder' (secondary members) on https://www.cit.tum.de/cit/school/personen/professuren/ ; primary school per professoren.tum.de: TUM School of Engineering and Design. Address per TUMonline vCard: 85748 Garching b. München, Boltzmannstr.   15/III (Lehrstuhl für Fahrzeugtechnik)."
Johannes Müller,Prof. Dr.,Professur für Mathematische Methoden der Biochemie und Molekularbiologie,Garching,,https://www.math.cit.tum.de/en/math/people/professors/mueller-johannes/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=9CB1354F33A33774&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Boltzmannstr.    3/II."
Johannes Zimmer,Prof. Dr. rer. nat.,Lehrstuhl für Analysis und Modellbildung,Garching,,https://www.math.cit.tum.de/math/personen/professuren/zimmer-johannes,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=44E8CEC761DD4C15&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Boltzmannstr.    3/III."
Julia Schnabel,Prof. Dr.,Lehrstuhl für Computational Imaging and AI in Medicine,Garching,"Munich Center for Machine Learning (MCML); Helmholtz Munich, Institute of Machine Learning in Biomedical Imaging (Director); King's College London",https://compai-lab.github.io/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=29674689347A83BE&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Lichtenbergstr.   2a."
Julien Gagneur,Prof. Dr.,Lehrstuhl für Computational Molecular Medicine,Garching,Munich Center for Machine Learning (MCML),https://www.cs.cit.tum.de/cmm/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=C9CFC361C822E631&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Boltzmannstr.    3/I. Additional TUM org listed: TUMEHM0 Institut für Humangenetik (Prof. Winkelmann)."
Jörg Ott,Prof. Dr.-Ing.,Lehrstuhl für Connected Mobility,Garching,,http://www.cm.in.tum.de/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=7C9816A26AEE1B83&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Boltzmannstr.    3/I."
Jürgen Pfeffer,Prof. Dr.,Computational Social Science and Big Data,Munich city centre,Primary appointment: TUM School of Social Sciences and Technology,https://www.pfeffer.at,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=B83EC1FCBE8B3767&pPersonenGruppe=3,"Listed under CIT 'Zweitmitglieder' (secondary members) on https://www.cit.tum.de/cit/school/personen/professuren/ ; primary school per professoren.tum.de: TUM School of Social Sciences and Technology. Address per TUMonline vCard: 80333 München, Richard-Wagner-Str.    1."
Jürgen Richter-Gebert,Prof. Dr. rer. nat.,Lehrstuhl für Geometrie und Visualisierung,Garching,,https://www.math.cit.tum.de/math/personen/professuren/richter-gebert-juergen/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=F4B96B6065145B40&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Boltzmannstr.    3."
Kai Müller,Prof. Dr. rer. nat.,Professur für Quantum Electronics and Computer Engineering,Garching,,https://www.ee.cit.tum.de/qec,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=BEA3D79D870A748F&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Hans-Piloty-Str.    1/III (Quantum Electronics & Computer Eng.). Additional TUM org listed: TUS3DP1 Department Physics."
Klaus Diepold,Prof. Dr.-Ing.,Lehrstuhl für Datenverarbeitung,Munich city centre,,https://www.ce.cit.tum.de/ldv/startseite/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=22419431DE9BF8FB&pPersonenGruppe=3,"Address per TUMonline vCard: 80333 München, Arcisstr.   21 (Lehrstuhl für Datenverarbeitung)."
Kristen Kozielski,Prof. Dr.,Professur für Neuroengineering Materials,Munich city centre,,https://www.professoren.tum.de/en/kozielski-kristen,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=05648D062535EBD6&pPersonenGruppe=3,"Address per TUMonline vCard: 80333 München, Theresienstr.   90/I."
Lorenz Panny,Prof. Dr.,Professur für Kryptographie,Garching,,https://yx7.cc,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=4FEFAAAEC350E08B&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Boltzmannstr.    3/II."
Lorenzo Masia,Prof. Dr.,Lehrstuhl für Intelligent Bio-Robotic Systems,Garching,,http://www.ce.cit.tum.de/ibrs/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=FB9A55D9B0EE553E&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Friedrich-Ludwig-Bauer-Str.    3."
Luise Pufahl,Prof. Dr. rer. nat.,Professur für Information Systems,Heilbronn,,https://www.professoren.tum.de/en/pufahl-luise,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=7432984DB73E450E&pPersonenGruppe=3,"Address per TUMonline vCard: 74076 Heilbronn, Bildungscampus    2."
Majid Khadiv,Dr. Ph.D.,Munich Institute of Robotics and Machine Intelligence (MIRMI) - The AI Mission Institute (AIM),Munich city centre,,https://www.professoren.tum.de/en/khadiv-majid,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=29203C5290445CDC&pPersonenGruppe=3,"Address per TUMonline vCard: 80992 München, Georg-Brauchle-Ring 60_62/I (Hausadresse). Additional TUM org listed: TUS1305 Professur für AI Planning in Dynamic Environments (Prof. Khadiv)."
Marc Tornow,Prof. Dr. rer. nat.,Professur für Molekularelektronik,Garching,,https://www.ee.cit.tum.de/mol/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=144073B88FDC7542&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Hans-Piloty-Str.    1/III (Molekularelektronik TUEIMOL). Additional TUM org listed: TUS3DP1 Department Physics."
Marco Caccamo,Prof. Dr.,Cyber-Physical Systems in Production Engineering,Garching,Primary appointment: TUM School of Engineering and Design,https://www.mw.tum.de/cps/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=58AD2F4423DC5C27&pPersonenGruppe=3,"Listed under CIT 'Zweitmitglieder' (secondary members) on https://www.cit.tum.de/cit/school/personen/professuren/ ; primary school per professoren.tum.de: TUM School of Engineering and Design. Address per TUMonline vCard: 85748 Garching b. München, Boltzmannstraße 15."
Marco Cicalese,Prof. Dr.,Professur für Mathematische Kontinuumsmechanik,Garching,,https://www.math.cit.tum.de/math/personen/professuren/cicalese-marco/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=C4D82285EAA77A01&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Boltzmannstr.    3/III."
Maria Bannert,Prof. Dr.,Lehren und Lernen mit digitalen Medien,Munich city centre,Primary appointment: TUM School of Social Sciences and Technology,https://www.edu.sot.tum.de/lldm/team/bannert-maria/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=77793C4C3E415BB3&pPersonenGruppe=3,"Listed under CIT 'Zweitmitglieder' (secondary members) on https://www.cit.tum.de/cit/school/personen/professuren/ ; primary school per professoren.tum.de: TUM School of Social Sciences and Technology. Address per TUMonline vCard: 80333 München, Arcisstr.   21 (Postadresse)."
Maribel Acosta Deibe,Prof. Dr.-Ing.,Professur für Data Engineering,Heilbronn,,https://www.cs.cit.tum.de/cde/people/maribel-acosta/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=991E7768FD13FD70&pPersonenGruppe=3,"Address per TUMonline vCard: 74076 Heilbronn, Bildungscampus    2."
Marie-Christine Düker,Prof. Dr. rer. nat.,Professur für Statistik und Data Science,Garching,,https://mariedueker.github.io/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=58CA68BB208983E0&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Parkring 11-13/II (Professur für Statistik und Data Science)."
Mario Trapp,Prof. Dr.-Ing. habil.,Lehrstuhl für Engineering robuster kognitiver Systeme,Garching,,https://www.cs.cit.tum.de/ercs/home/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=1A5CEA1F33BE9477&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Boltzmannstr.    3/I."
Markus Becherer,Prof. Dr.-Ing. habil.,Professur für Chip-based Magnetic Sensor Technology,Garching,,https://www.ee.cit.tum.de/nmd,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=A16DE761DB17020D&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Hans-Piloty-Str.    1/I (Chip-based Magnetic Sensor Technology). Additional TUM org listed: TUS1000 TUM School of Computation, Information and Technology."
Markus Lienkamp,Prof. Dr.-Ing.,Fahrzeugtechnik,Garching,Primary appointment: TUM School of Engineering and Design,https://www.mos.ed.tum.de/en/ftm/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=2119862DB62E67CD&pPersonenGruppe=3,"Listed under CIT 'Zweitmitglieder' (secondary members) on https://www.cit.tum.de/cit/school/personen/professuren/ ; primary school per professoren.tum.de: TUM School of Engineering and Design. Address per TUMonline vCard: 85748 Garching b. München, Boltzmannstr.   15/III (Lehrstuhl für Fahrzeugtechnik)."
Martin Bichler,Prof. Dr.,Lehrstuhl für Decision Sciences & Systems,Garching,,https://www.cs.cit.tum.de/en/dss/bichler/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=0DA3F6155518B803&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Boltzmannstr.    3/I."
Martin Boeker,Prof. Dr.,Medizinische Informatik,Munich city centre,Primary appointment: TUM School of Medicine and Health,,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=C5D1096313890098&pPersonenGruppe=3,"Listed under CIT 'Zweitmitglieder' (secondary members) on https://www.cit.tum.de/cit/school/personen/professuren/ ; primary school per professoren.tum.de: TUM School of Medicine and Health. Address per TUMonline vCard: 81675 München, Ismaninger Str. 22."
Martin Buss,Prof. Dr.,Lehrstuhl für Steuerungs- und Regelungstechnik,Munich city centre,,https://www.ce.cit.tum.de/lsr/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=9F4B7EE195737A6A&pPersonenGruppe=3,"Address per TUMonline vCard: 80333 München, Theresienstr.   90/II (Lehrstuhl für Steuerungs- und Regelungst)."
Martin Schulz,Prof. Dr. rer. nat.,Lehrstuhl für Rechnerarchitektur & Parallele Systeme,Garching,,https://www.ce.cit.tum.de/caps/mitarbeiter/martin-schulz/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=1298D37F771F06D6&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Boltzmannstr.    3/I."
Martin Werner,Prof. Dr.,Big Geospatial Data Management,unclear,Primary appointment: TUM School of Engineering and Design,https://www.bgd.ed.tum.de,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=81DFAC8EFF7FE142&pPersonenGruppe=3,"Listed under CIT 'Zweitmitglieder' (secondary members) on https://www.cit.tum.de/cit/school/personen/professuren/ ; primary school per professoren.tum.de: TUM School of Engineering and Design. Address per TUMonline vCard: 85521 Ottobrunn, Lise-Meitner-Str. 9-11/I. Address does not match one of TUM's five named CIT campuses; marked unclear."
Massimo Fornasier,Prof. Dr.,Lehrstuhl für Angewandte Numerische Analysis,Garching,Munich Center for Machine Learning (MCML),https://www.math.cit.tum.de/math/fornasier,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=5DDABFD83703825F&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Boltzmannstr.    3/II."
Mathias Drton,Prof. Ph.D.,Lehrstuhl für Mathematische Statistik,Garching,Munich Center for Machine Learning (MCML),https://www.math.cit.tum.de/math/drton/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=ADAF8D183918658D&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Boltzmannstr.    3."
Mathias Wilhelm,Prof. Dr.,Computational Mass Spectrometry,Weihenstephan,Primary appointment: TUM School of Life Sciences,https://www1.ls.tum.de/compms,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=BEC3FD83B7D35D34&pPersonenGruppe=3,"Listed under CIT 'Zweitmitglieder' (secondary members) on https://www.cit.tum.de/cit/school/personen/professuren/ ; primary school per professoren.tum.de: TUM School of Life Sciences. Address per TUMonline vCard: 85354 Freising, Maximus-von-Imhof-Forum  1+3/I (Computational Mass Spectrometry)."
Matthias Althoff,Prof. Dr.-Ing.,"Lehrstuhl für Robotik, Künstliche Intelligenz und Echtzeitsysteme",Garching,Munich Center for Machine Learning (MCML),https://www.ce.cit.tum.de/en/cps/members/prof-dr-ing-matthias-althoff/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=86652003E13F118F&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Boltzmannstr.    3/III. Additional TUM org listed: TUINF15 Informatik 6 - Professur für Cyber Physical Systems (Prof. Althoff)."
Matthias Grabmair,Prof. Ph.D.,Professur für Legal Tech,Garching,,https://www.in.tum.de/legaltech,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=74444C3255D5F673&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Boltzmannstr.    3/I."
Matthias Nießner,Prof. Dr.-Ing.,Lehrstuhl für Visual Computing and Artificial Intelligence,Garching,Munich Center for Machine Learning (MCML),https://niessnerlab.org/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=0E2DF60061BD1B05&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Boltzmannstr.    3/II."
Matthias Scherer,Prof. Dr. rer. nat.,Professur für Risk and Insurance,Garching,,https://www.math.cit.tum.de/mathfinance/personen/professorinnen-und-professoren/matthias-scherer/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=825F6CBFDD7DAD5D&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Parkring 11/II."
Michael Bader,Prof. Dr.,Lehrstuhl für Scientific Computing,Garching,,https://www.cs.cit.tum.de/sccs/bader/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=7AD358E6CBA98AE7&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Boltzmannstr.    3/II. Additional TUM org listed: TUINF16 Informatik 5 - Professur für Hardware-nahe Algorithmik und Software für Höchstleistungsrechnen (Prof. Bader)."
Michael Marc Wolf,Prof. Dr.,Lehrstuhl für Mathematische Physik,Garching,,https://www.math.cit.tum.de/math/personen/professuren/wolf-michael/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=D653EACBAD211875&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Boltzmannstr.    3."
Michael Ulbrich,Prof. Dr. rer. nat.,Lehrstuhl für Mathematische Optimierung,Garching,,https://www.math.cit.tum.de/math/ulbrich,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=8F2ABA81BA28C8FB&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Boltzmannstr.    3."
Mikhail Belkin,Prof. Dr.,Lehrstuhl für Halbleitertechnologie,Garching,TUM Department of Physics (TUM School of Natural Sciences) - joint listing,https://www.wsi.tum.de/views/groups.php?group=belkin,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=BF34E2B33E72E384&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Am Coulombwall    4/I (Lst. Halbleitertechnologie). Additional TUM org listed: TUS3DP1 Department Physics."
Murad Alim,Prof. Dr. rer. nat.,Professur für Quantengeometrie,Garching,,https://muradalim.org/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=CF3D1761767C4ACD&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Boltzmannstr.    3/II."
Nassir Navab,Prof. Ph.D.,Lehrstuhl für Informatikanwendungen in der Medizin,Garching,Munich Center for Machine Learning (MCML),https://www.cs.cit.tum.de/camp/members/cv-nassir-navab/nassir-navab/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=E6B642962195591B&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Boltzmannstr.    3/III."
Niki Kilbertus,Prof. Dr.,Professur für AI for Scientific Modeling,Garching,Munich Center for Machine Learning (MCML); Helmholtz AI / Helmholtz Munich (group leader); Munich Data Science Institute (MDSI),https://sites.google.com/view/nikikilbertus,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=FF08663B8DECE99B&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Friedrich-Ludwig-Bauer-Str.    5/I."
Nils Thürey,Prof. Dr.-Ing.,Professur für Physik-basierte Simulation,Garching,Munich Center for Machine Learning (MCML),https://ge.in.tum.de,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=38AE07215465C3BB&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Boltzmannstr.    3/II."
Nina Gantert,Prof. Dr. rer. nat. habil.,Lehrstuhl für Wahrscheinlichkeitstheorie,Garching,,https://www.math.cit.tum.de/math/gantert,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=9B13085FBF42B5E5&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Boltzmannstr.    3."
Noam Berger Steiger,Prof. Dr.,Professur für Stochastische Prozesse,Garching,,https://www.math.cit.tum.de/math/berger,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=6654E01A41F49CD0&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Parkring 11-13/II."
