institute,campus,unit_name,unit_kind,leader_name,leader_title_verbatim,evidence_url,retrieved,confidence,notes
MPI for Software Systems,Kaiserslautern,Sadegh Soudjani,independent_group,Sadegh Soudjani,Research Group Leader,https://www.mpi-sws.org/people/sadegh/,2026-08-06,high,"The institute's own 'Structure and Organization' text (mpi-sws.org/about-us/) states: 'The MPI for Software Systems is jointly led by its faculty, who also lead independent research groups... Selected junior candidates with strong potential have the opportunity to lead a research group for up to 5 years without the responsibilities of a faculty position.' This explicitly establishes BOTH tenured/tenure-track Faculty AND (junior, time-limited) Research Group Leaders as leaders of their own independent groups -- MPI-SWS has no departments and no named sub-teams reporting to another PI; every Faculty/Research Group Leader person IS the unit. Site (Saarbrücken vs Kaiserslautern) per data/raw/directories/2026-08-06/de-mpi-sws/roster.csv, confirmed there via physical office address/building on each person's own mpi-sws.org profile page."
MPI for Software Systems,Saarbrücken,Mikhail Starchak,independent_group,Mikhail Starchak,Research Group Leader,https://www.mpi-sws.org/people/starchak/,2026-08-06,high,"The institute's own 'Structure and Organization' text (mpi-sws.org/about-us/) states: 'The MPI for Software Systems is jointly led by its faculty, who also lead independent research groups... Selected junior candidates with strong potential have the opportunity to lead a research group for up to 5 years without the responsibilities of a faculty position.' This explicitly establishes BOTH tenured/tenure-track Faculty AND (junior, time-limited) Research Group Leaders as leaders of their own independent groups -- MPI-SWS has no departments and no named sub-teams reporting to another PI; every Faculty/Research Group Leader person IS the unit. Site (Saarbrücken vs Kaiserslautern) per data/raw/directories/2026-08-06/de-mpi-sws/roster.csv, confirmed there via physical office address/building on each person's own mpi-sws.org profile page."
MPI for Software Systems,Kaiserslautern,Anthony Lin,independent_group,Anthony Lin,Max Planck Fellow,https://www.mpi-sws.org/people/awlin/,2026-08-06,high,"The institute's own 'Structure and Organization' text (mpi-sws.org/about-us/) states: 'The MPI for Software Systems is jointly led by its faculty, who also lead independent research groups... Selected junior candidates with strong potential have the opportunity to lead a research group for up to 5 years without the responsibilities of a faculty position.' This explicitly establishes BOTH tenured/tenure-track Faculty AND (junior, time-limited) Research Group Leaders as leaders of their own independent groups -- MPI-SWS has no departments and no named sub-teams reporting to another PI; every Faculty/Research Group Leader person IS the unit. Site (Saarbrücken vs Kaiserslautern) per data/raw/directories/2026-08-06/de-mpi-sws/roster.csv, confirmed there via physical office address/building on each person's own mpi-sws.org profile page. Own homepage additionally states he is 'Full Professor (W3) in Theoretical Computer Science (Automated Reasoning) and Max-Planck Fellow at University of Kaiserslautern-Landau' -- primary post is the RPTU chair, MPI Fellow is the secondary/joint appointment, but Max Planck Fellows direct an independent research group at the host institute so this is recorded as independent_group, not honorary."
MPI for Software Systems,Saarbrücken,Isabel Valera Martinez,unclear,Isabel Valera Martinez,Adjunct Faculty,https://www.mpi-sws.org/people/ivalera/,2026-08-06,low,"Primary appointment is Professor of Machine Learning, Saarland University; her own homepage states she is 'Adjunct Faculty at MPI for Software Systems in Saarbrücken'. The institute's Structure-and-Organization text addresses only 'faculty' and (junior) 'research group leaders' as independent-group leaders; it does not say whether Adjunct Faculty lead an independent MPI-SWS group of their own, so this is left unclear rather than assumed."
MPI for Software Systems,unclear,Elissa Redmiles,unclear,Elissa Redmiles,Adjunct Faculty,https://www.mpi-sws.org/people/eredmiles/,2026-08-06,low,MPI-SWS profile lists no physical address and gives title 'Adjunct Faculty' with no named group; primary appointment appears to be Georgetown University per external search (not stated on the MPI-SWS page itself). Institute's own Structure text does not address Adjunct Faculty group-leading status; left unclear.
MPI for Software Systems,unclear,Rodrigo Rodrigues,unclear,Rodrigo Rodrigues,Adjunct Faculty,https://www.mpi-sws.org/people/rodrigo/,2026-08-06,low,MPI-SWS profile lists no physical address and gives title 'Adjunct Faculty' with no named group; external sources indicate he previously led the Dependable Systems Group at MPI-SWS and his primary post is now Instituto Superior Técnico (ULisboa)/INESC-ID. Institute's own Structure text does not address Adjunct Faculty group-leading status; left unclear.
MPI for Informatics,Saarbrücken,D1 Algorithms and Complexity,department,Danupon Na Nongkai,Director,https://www.mpi-inf.mpg.de/departments/algorithms-complexity,2026-08-06,high,"One of six departments (D1-D6) listed on mpi-inf.mpg.de/departments, which also separately lists three 'Independent Research Groups' RG1-RG3. D1's own 'Research Areas' section lists topics with no other named group leaders; other senior D1 researchers checked on 2026-08-06 (Karl Bringmann, Tomasz Kociumaka, Andreas Karrenbauer, Karol Wegrzycki, Guy Even) have no 'leads/heads a group' language on their pages, so no subteam rows are recorded for D1."
MPI for Informatics,Saarbrücken,D2 Computer Vision and Machine Learning,department,Bernt Schiele,Director,https://www.mpi-inf.mpg.de/departments/computer-vision-and-machine-learning,2026-08-06,high,"One of six departments. Own page (quoted verbatim): 'The computer vision and machine learning department was founded by Bernt Schiele in 2010 and currently consists of five research groups headed by Jonas Fischer, Margret Keuper, Jan Eric Lenssen, Gerard Pons-Moll, and Bernt Schiele' -- i.e. the director personally heads one of five named internal sub-groups; the other four (Fischer, Keuper, Lenssen, Pons-Moll) are recorded below as subteam, since none of the four group names appears on the institute's separate RG1-RG3 independent-group list on mpi-inf.mpg.de/departments."
MPI for Informatics,Saarbrücken,D3 Internet Architecture,department,Anja Feldmann,Director,https://www.mpi-inf.mpg.de/departments/inet,2026-08-06,high,"One of six departments -- the one silently dropped by an earlier pass that enumerated only D1, D2, D4, D5, D6 (see AGENT_CONTRACT.md). Own page shows a flat structure: the director plus senior researchers (Tobias Fiebig, Ha Dao Thi Thu, Johannes Zirngibl and others) organized by research topic (Internet Security, Video streaming, VPN...), not by named sub-groups with their own leaders; no subteam rows recorded for D3."
MPI for Informatics,Saarbrücken,D4 Computer Graphics,department,Hans-Peter Seidel,Director,https://www.mpi-inf.mpg.de/departments/computer-graphics,2026-08-06,high,"One of six departments. Own page pictures five named research groups (Myszkowski, Strohmeier, Babaei, Singh, Leimkühler) heading sub-groups within the department (photo+name+link gallery layout); none of the five appears on the institute's RG1-RG3 independent-group list, so all five are recorded below as subteam."
MPI for Informatics,Saarbrücken,D5 Databases and Information Systems,department,Gerhard Weikum,Scientific Director,https://people.mpi-inf.mpg.de/~weikum/,2026-08-06,high,"One of six departments; per 2026-08-06 scrape the department is officially phasing out ('I am officially retired, and my professional activities are limited. In particular, I cannot take any new students or postdocs' -- Weikum's own page) and its people/current-members listing shows no other researcher heading a group, so no subteam rows are recorded for D5."
MPI for Informatics,Saarbrücken,D6 Visual Computing and Artificial Intelligence,department,Christian Theobalt,Director,https://www.mpi-inf.mpg.de/departments/visual-computing-and-artificial-intelligence,2026-08-06,high,"One of six departments. Own page names five research groups (Golyanik, Leimkühler [co-affiliated with D4], Habermann, Kortylewski, Dabral); none appears on the RG1-RG3 independent list, so all are recorded below as subteam (Leimkühler is recorded once, under D4, to avoid double-counting his cross-affiliated group)."
MPI for Informatics,Saarbrücken,RG1 Automation of Logic,independent_group,Christoph Weidenbach,Head,https://www.mpi-inf.mpg.de/departments/automation-of-logic,2026-08-06,high,"Listed as one of three 'Independent Research Groups' (RG1-RG3) on mpi-inf.mpg.de/departments, structurally parallel to but explicitly distinct from the six D1-D6 departments. Own group page (2026-08-06 scrape): 'Headed by Prof. Dr. Christoph Weidenbach... Head of research group Automation of Logic'; also Adjunct Professor, Saarland University, since 2007. Other RG1-pictured researchers (Bromberger, Sturm, Tourret, Waldmann) are titled senior researcher / CNRS research director / guest researcher, none described as leading their own group, so no further RG1 rows."
MPI for Informatics,Saarbrücken,RG2 Network and Cloud Systems,independent_group,Yiting Xia,Head,https://www.mpi-inf.mpg.de/departments/network-and-cloud-systems,2026-08-06,high,"One of the institute's three independent research groups on mpi-inf.mpg.de/departments. Own group page: 'Headed by Dr. Yiting Xia'; her own site states 'I am a tenure-track faculty at Max Planck Institute for Informatics (MPI-INF), where I lead the network and cloud systems research group.'"
MPI for Informatics,Saarbrücken,RG3 Multimodal Language Processing,independent_group,Vera Demberg,Head,https://www.mpi-inf.mpg.de/departments/mlp,2026-08-06,high,"One of the institute's three independent research groups on mpi-inf.mpg.de/departments. Own group page: 'Headed by Prof. Dr. Vera Demberg'; her own site describes her as 'Max Planck Fellow at the MPI for Informatics (since 2024)' and Professor of Computer Science and Computational Linguistics, Saarland University, since 2016."
MPI for Informatics,Saarbrücken,Explainable Machine Learning (D2 sub-group),subteam,Jonas Fischer,Research Leader,https://www.mpi-inf.mpg.de/departments/computer-vision-and-machine-learning/people/jonas-fischer/,2026-08-06,high,"Named as one of D2's five internal research groups on the department page ('headed by Jonas Fischer...'), but 'Explainable Machine Learning' is not among the institute's three independent research groups (RG1-RG3) listed separately on mpi-inf.mpg.de/departments; reports within Bernt Schiele's D2 department. Own page: 'I am heading the Explainable Machine Learning group in the Department for Computer Vision and Machine Learning.'"
MPI for Informatics,Saarbrücken,Robust Visual Learning (D2 sub-group),subteam,Margret Keuper,Research Leader,https://www.mpi-inf.mpg.de/departments/computer-vision-and-machine-learning/people/margret-keuper/,2026-08-06,high,Named as one of D2's five internal research groups on the department page; not among RG1-RG3. Reports within Schiele's D2 department. Own MPI-INF page: 'Margret Keuper (Research Leader)'.
MPI for Informatics,Saarbrücken,Geometric Representation Learning / Visual Intelligence & Perception (D2 sub-group),subteam,Jan Eric Lenssen,Group Leader,https://www.mpi-inf.mpg.de/departments/computer-vision-and-machine-learning/people/jan-eric-lenssen/,2026-08-06,medium,"Named as one of D2's five internal research groups on the department page; not among RG1-RG3. His group's own site (vip.mpi-inf.mpg.de) now gives his title as 'Prof. Dr. Jan Eric Lenssen' following appointment as Full Professor at Saarland University and the group's rename to 'Visual Intelligence & Perception' -- an external professorship that does not change the group's status on MPI-INF's own department page (still listed under D2, not RG1-RG3)."
MPI for Informatics,Saarbrücken,Real Virtual Humans (D2 sub-group),subteam,Gerard Pons-Moll,Senior Researcher,https://www.mpi-inf.mpg.de/departments/computer-vision-and-machine-learning/people/gerard-pons-moll/,2026-08-06,high,Named as one of D2's five internal research groups on the department page; not among RG1-RG3. Own MPI-INF page lists him only as 'Senior Researcher' with a link to his 'Group Homepage' (virtualhumans.mpi-inf.mpg.de).
MPI for Informatics,Saarbrücken,Computational Linguistics (pictured on D2 page),unclear,Alexander Koller,Professor by courtesy of Computer Science and Associate Faculty at MPI-INF (own page); primary post Professor at Saarland University,https://www.mpi-inf.mpg.de/departments/computer-vision-and-machine-learning,2026-08-06,medium,"Pictured in the D2 department page's group-leader photo gallery alongside the other four named group heads (same photo+name+link layout), but the department's own summary sentence ('consists of five research groups headed by Fischer, Keuper, Lenssen, Pons-Moll, and Schiele') does not include him -- an internal inconsistency on the institute's own page. His own page frames Saarland University as his primary post and MPI-INF as a courtesy/associate role. Recorded unclear rather than resolved either way; also flagged as a likely double-count against a Saarland University roster."
MPI for Informatics,Saarbrücken,"HDR Imaging, Perception, and Advanced Displays (D4 sub-group)",subteam,Karol Myszkowski,(no formal title stated on own page; pictured as group head on D4 department page),https://www.mpi-inf.mpg.de/departments/computer-graphics,2026-08-06,medium,"Named as one of D4's internal research groups on the department page (photo+name+link layout); not among RG1-RG3. Reports within Hans-Peter Seidel's D4 department. His personal MPI-INF homepage is an old, partly unfilled template with no explicit job title."
MPI for Informatics,Saarbrücken,Sensorimotor Interaction / senSInt (D4 sub-group),subteam,Paul Strohmeier,(no formal title stated; own group site: 'led by Paul Strohmeier'),http://sensint.mpi-inf.mpg.de,2026-08-06,medium,"Named as one of D4's internal research groups; not among RG1-RG3. Own group site: 'The Sensorimotor Interaction group (senSInt) is a newly formed research group at the Max Planck Institute for Informatics (MPI-INF)... co-located with the Human Computer Interaction Lab of Saarland University' -- institutionally still a D4 sub-group, not an institute-level independent group."
MPI for Informatics,Saarbrücken,Artificial Intelligence aided Design and Manufacturing / AIDAM (D4 sub-group),subteam,Vahid Babaei,Senior Researcher,https://aidam.mpi-inf.mpg.de/?view=people,2026-08-06,high,"Named as one of D4's internal research groups; not among RG1-RG3. AIDAM's own people page lists 'Vahid Babaei Senior Researcher' as group head, followed by PhD students/engineers reporting to him."
MPI for Informatics,Saarbrücken,Sampling and Rendering (D4 sub-group),subteam,Gurprit Singh,(no formal title stated; own page: 'I am leading the sampling and rendering group in the computer graphics department'),https://www.mpi-inf.mpg.de/departments/computer-graphics,2026-08-06,medium,Named as one of D4's internal research groups; not among RG1-RG3. Reports within Seidel's D4 department.
MPI for Informatics,Saarbrücken,"Image Synthesis and Machine Learning (D4 sub-group, co-affiliated D6)",subteam,Thomas Leimkühler,Group Leader,https://www.mpi-inf.mpg.de/departments/computer-graphics,2026-08-06,high,Pictured on both the D4 and D6 department pages (D4 page captions him 'co-affiliated with D6'); own group site (ismael.mpi-inf.mpg.de) gives title 'Group Leader' and departmental affiliation 'Computer Graphics • Visual Computing and Artificial Intelligence'. Not among RG1-RG3. Recorded once here (under D4) to avoid double-counting; see the D6 department row note for the cross-affiliation.
MPI for Informatics,Saarbrücken,4D and Quantum Vision / 4DQV (D6 sub-group),subteam,Vladislav Golyanik,(no formal MPI-INF title; own group site: 'led by Dr. Vladislav Golyanik'),https://4dqv.mpi-inf.mpg.de,2026-08-06,high,Named as one of D6's internal research groups; not among RG1-RG3. As of 2026-04-01 also Acting Professor (Chair for Visual AI for Extended Reality) at Bielefeld University per own site -- an external appointment that does not change the group's D6 sub-team status on MPI-INF's own department page.
MPI for Informatics,Saarbrücken,Graphics and Vision for Digital Humans / GVDH (D6 sub-group),subteam,Marc Habermann,Research group leader,https://gvdh.mpi-inf.mpg.de/index.html,2026-08-06,high,"Named as one of D6's internal research groups; not among RG1-RG3. Own site gives verbatim title 'Research group leader' and notes a Saarland University Associate Fellow appointment since 2025-05-16 (external, secondary appointment)."
MPI for Informatics,Saarbrücken,Generative Intelligence (D6 sub-group),subteam,Adam Kortylewski,Group Leader,https://www.mpi-inf.mpg.de/departments/visual-computing-and-artificial-intelligence/people,2026-08-06,medium,"Named as one of D6's internal research groups on MPI-INF's own current-staff listing (fetched 2026-08-06); not among RG1-RG3. CAUTION: his own lab site (genintel.de) states '[Oct 2025] Our lab moved to CISPA!', implying a possible relocation to CISPA Helmholtz Center; MPI-INF's own site had not been updated to reflect this as of the evidence date, so the discrepancy is unresolved."
MPI for Informatics,Saarbrücken,3D Visual Intelligence (D6 sub-group),subteam,Rishabh Dabral,"Research Group Leader, MPI for Informatics",https://rishabhdabral.github.io/,2026-08-06,high,"Named as one of D6's internal research groups; not among RG1-RG3. Own page: 'I lead the ""3D Visual Intelligence"" Research Group at the Max Planck Institute for Informatics.'"
