name,title_verbatim,group_or_dept,other_affiliations,personal_url,evidence_url,notes
Elisabeth Grohmann,Prof. Dr. Elisabeth Grohmann,Professorin (Mikrobiologie); Fachbereich V – Life Sciences and Technology; Berliner Hochschule für Technik (BHT),,https://prof.bht-berlin.de/grohmann/,https://www.bht-berlin.de/people/detail/1579,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/1579 (page lists only the professorship and any teaching/committee functions). Other stated functions: Vertreterin der Professoren und Professorinnen, Kommission für Forschung und Förderung des wissenschaftlichen Nachwuchses. Denomination (Lehrgebiet) on the Fachbereich V Personen list: Mikrobiologie (https://www.bht-berlin.de/98)."
Ulrike Grömping,Prof. Dr. Ulrike Grömping,Professorin (Wirtschaftsmathematik); Fachbereich II – Mathematik – Physik – Chemie; Berliner Hochschule für Technik (BHT),,http://prof.bht-berlin.de/groemping/,https://www.bht-berlin.de/people/detail/361,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/361 (page lists only the professorship and any teaching/committee functions). Other stated functions: Vertreterin der Professoren und Professorinnen, Fachbereichsrat II | Vertreterin der Professoren und Professorinnen, Kommission für die Stellungnahme zu Berufungsvorgängen. Denomination (Lehrgebiet) on the Fachbereich II Personen list: Wirtschaftsmathematik (https://www.bht-berlin.de/86)."
Marc Göbelsmann,Prof. Dr.-Ing. Marc Göbelsmann,Dekan; Fachbereich III – Bauingenieur- und Geoinformationswesen; Berliner Hochschule für Technik (BHT),,,https://www.bht-berlin.de/people/detail/1745,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/1745 (page lists only the professorship and any teaching/committee functions). Other stated functions: Professor (Nachhaltige Konstruktion und Bauphysik), Fachbereich III – Bauingenieur- und Geoinformationswesen | Beauftragter für die Praxisphase, Bauingenieurwesen (Bachelor) | Vertreter der Professoren und Professorinnen, Fachbereichsrat III. Denomination (Lehrgebiet) on the Fachbereich III Personen list: Nachhaltige Konstruktion und Bauphysik (https://www.bht-berlin.de/87)."
Matthias Haber,Prof. Dipl.-Ing. Matthias Haber,Professor (Entwerfen und Konstruieren im Bestand); Fachbereich IV – Architektur und Gebäudetechnik; Berliner Hochschule für Technik (BHT),,https://prof.bht-berlin.de/haber,https://www.bht-berlin.de/people/detail/2505,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/2505 (page lists only the professorship and any teaching/committee functions). Denomination (Lehrgebiet) on the Fachbereich IV Personen list: Entwerfen und Konstruieren im Bestand (https://www.bht-berlin.de/97)."
Sabine Hagemann,Prof. Dr. Sabine Hagemann,Professorin (Gentechnik/Molekularbiologie (Schwerpunkt Medizin)); Fachbereich V – Life Sciences and Technology; Berliner Hochschule für Technik (BHT),,,https://www.bht-berlin.de/people/detail/1580,"RESEARCH GROUP/LAB: Laborleiterin, Molekular- und Zellbiologie / Genetik (stated on https://www.bht-berlin.de/people/detail/1580) Other stated functions: Studienfachberaterin, Biotechnologie (Master) | Studienfachberaterin, Biotechnologie (Bachelor). Denomination (Lehrgebiet) on the Fachbereich V Personen list: Gentechnik/Molekularbiologie (Schwerpunkt Medizin (https://www.bht-berlin.de/98). Lab page(s): https://www.bht-berlin.de/labor/detail/mzg."
Astrid Haibel,Prof. Dr. Astrid Haibel,Professorin (Physik); Fachbereich II – Mathematik – Physik – Chemie; Berliner Hochschule für Technik (BHT),,,https://www.bht-berlin.de/people/detail/1313,"RESEARCH GROUP/LAB: Laborleiterin, Physik (stated on https://www.bht-berlin.de/people/detail/1313) Other stated functions: Studienfachberaterin, Physikalische Technik – Medizinphysik (Bachelor) | Studienfachberaterin, Physikalische Technik - Medizinphysik (Master) | Studienfachberaterin, Laser Science and Photonics (Bachelor) | Studienfachberaterin, Medizinphysik (Bachelor) | Vertreterin der Professoren und Professorinnen, Kommission für Entwicklungsplanung. Denomination (Lehrgebiet) on the Fachbereich II Personen list: Physik (https://www.bht-berlin.de/86). Lab page(s): https://www.bht-berlin.de/labor/detail/phy."
Christoph von Handorff,Prof. Dipl.-Ing. (FH) Christoph von Handorff,"Professor (Low-Vision, Physiologische Optik und Optometrie); Fachbereich VII – Elektrotechnik – Mechatronik – Optometrie; Berliner Hochschule für Technik (BHT)",,https://prof.bht-berlin.de/handorff/,https://www.bht-berlin.de/people/detail/974,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/974 (page lists only the professorship and any teaching/committee functions). Denomination (Lehrgebiet) on the Fachbereich VII Personen list: Low-Vision, Physiologische Optik und Optometrie (https://www.bht-berlin.de/100)."
Siamak Haschemi,Prof. Dr. Siamak Haschemi,Professor; Fachbereich VI – Informatik und Medien; Berliner Hochschule für Technik (BHT),,,https://www.bht-berlin.de/people/detail/2344,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/2344 (page lists only the professorship and any teaching/committee functions)."
Shahram Hauck,Prof. Dr. Shahram Hauck,Professor (Druckverfahrenstechnik); Fachbereich VI – Informatik und Medien Druckverfahrenstechnik; Berliner Hochschule für Technik (BHT),,https://prof.bht-berlin.de/hauck,https://www.bht-berlin.de/people/detail/1351,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/1351 (page lists only the professorship and any teaching/committee functions). Denomination (Lehrgebiet) on the Fachbereich VI Personen list: Druckverfahrenstechnik (https://www.bht-berlin.de/99)."
Frank Haußer,Prof. Dr. Frank Haußer,Professor (Mathematik); Fachbereich II – Mathematik – Physik – Chemie; Berliner Hochschule für Technik (BHT),,http://prof.bht-berlin.de/hausser/,https://www.bht-berlin.de/people/detail/863,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/863 (page lists only the professorship and any teaching/committee functions). Other stated functions: Beauftragter für die Anerkennung von Studienleistungen, Mathematik (Bachelor) | Beauftragter für die Anerkennung von Studienleistungen, Angewandte Mathematik (Bachelor) | Studienfachberater, Mathematik (Bachelor) | Studienfachberater, Angewandte Mathematik (Bachelor) | BAföG-Beauftragter, Mathematik (Bachelor) | BAföG-Beauftragter, Angewandte Mathematik (Bachelor). Denomination (Lehrgebiet) on the Fachbereich II Personen list: Mathematik (https://www.bht-berlin.de/86)."
Thomas Heine,Prof. Dr. Thomas Heine,"Professor (Mess- und Regelungstechnik in der Verfahrenstechnik); Fachbereich VIII – Maschinenbau, Veranstaltungstechnik, Verfahrenstechnik; Berliner Hochschule für Technik (BHT)",,,https://www.bht-berlin.de/people/detail/1361,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/1361 (page lists only the professorship and any teaching/committee functions). Denomination (Lehrgebiet) on the Fachbereich VIII Personen list: Mess- und Regelungstechnik in der Verfahrenstechnik (https://www.bht-berlin.de/101)."
Detlef Heinemann,Prof. Dr. Ing. Detlef Heinemann,Professor (Digitaltechnik und Mikrorechnertechnik); Fachbereich VII – Elektrotechnik – Mechatronik – Optometrie; Berliner Hochschule für Technik (BHT),,https://prof.bht-berlin.de/heinemann/,https://www.bht-berlin.de/people/detail/390,"RESEARCH GROUP/LAB: Laborleiter, Elektromobilität und Smart Systems (stated on https://www.bht-berlin.de/people/detail/390) Other stated functions: Studienfachberater, Elektromobilität (Bachelor). Denomination (Lehrgebiet) on the Fachbereich VII Personen list: Digitaltechnik und Mikrorechnertechnik (https://www.bht-berlin.de/100). Lab page(s): https://www.bht-berlin.de/labor/detail/ems."
Tanja Heise,Prof. Dr. Tanja Heise,Prodekanin; Fachbereich V – Life Sciences and Technology; Berliner Hochschule für Technik (BHT),,https://prof.bht-berlin.de/heise/,https://www.bht-berlin.de/people/detail/1831,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/1831 (page lists only the professorship and any teaching/committee functions). Other stated functions: Professorin (Phytomedizin und Gartenbauliche Pflanzenproduktion), Fachbereich V – Life Sciences and Technology | Beauftragte für die Praxisphase, Gartenbauliche Phytotechnologie (Bachelor) | Vertreterin der Professoren und Professorinnen, Fachbereichsrat V. Denomination (Lehrgebiet) on the Fachbereich V Personen list: Phytomedizin und Gartenbauliche Pflanzenproduktion (https://www.bht-berlin.de/98)."
Klaus Jochen Helbig,Prof. Dr. rer. oec. Klaus Jochen Helbig,Professor (Betriebswirtschaftslehre / Logistik); Fachbereich I – Wirtschafts- und Gesellschaftswissenschaften; Berliner Hochschule für Technik (BHT),,,https://www.bht-berlin.de/people/detail/393,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/393 (page lists only the professorship and any teaching/committee functions). Other stated functions: Vertreter der Professoren und Professorinnen, Kommission für Entwicklungsplanung. Denomination (Lehrgebiet) on the Fachbereich I Personen list: Betriebswirtschaftslehre / Logistik (https://www.bht-berlin.de/30)."
Lars Henning,Prof. Dr. Lars Henning,Professor (Smart Mechatronik Systems); Fachbereich VII – Elektrotechnik – Mechatronik – Optometrie; Berliner Hochschule für Technik (BHT),,,https://www.bht-berlin.de/people/detail/2439,"RESEARCH GROUP/LAB: Laborleiter, Gerätetechnik, Optik und Sensorik (stated on https://www.bht-berlin.de/people/detail/2439) Denomination (Lehrgebiet) on the Fachbereich VII Personen list: Smart Mechatronik Systems (https://www.bht-berlin.de/100). Lab page(s): https://www.bht-berlin.de/labor/detail/gos."
Stefan Heyde,Prof. Dr.-Ing. Stefan Heyde,Professor (Stahlbau); Fachbereich III – Bauingenieur- und Geoinformationswesen; Berliner Hochschule für Technik (BHT),,,https://www.bht-berlin.de/people/detail/1802,"RESEARCH GROUP/LAB: Laborleiter, Zentrum für Bau- und Geodaten (stated on https://www.bht-berlin.de/people/detail/1802) Other stated functions: Vertreter der Professoren und Professorinnen, Fachbereichsrat III | Vertreter der Professoren und Professorinnen, Akademischer Senat | Vertreter der Professoren und Professorinnen, Akademische Versammlung. Denomination (Lehrgebiet) on the Fachbereich III Personen list: Stahlbau (https://www.bht-berlin.de/87). Lab page(s): https://www.bht-berlin.de/labor/detail/zbg."
Zeynep Ayse Hicsasmaz-Heitele,Prof. Dipl.-Ing. Zeynep Ayse Hicsasmaz-Heitele,Professorin (Baukonstruktion und Entwerfen); Fachbereich IV – Architektur und Gebäudetechnik; Berliner Hochschule für Technik (BHT),,,https://www.bht-berlin.de/people/detail/2249,"RESEARCH GROUP/LAB: Laborleiterin, Tragwerke und Konstruktion (stated on https://www.bht-berlin.de/people/detail/2249) Other stated functions: Vertreterin der Professoren und Professorinnen, Fachbereichsrat IV. Denomination (Lehrgebiet) on the Fachbereich IV Personen list: Baukonstruktion und Entwerfen (https://www.bht-berlin.de/97). Lab page(s): https://www.bht-berlin.de/labor/detail/twk."
Manfred Hild,Prof. Dr. Manfred Hild,Professor (Digitale Systeme); Fachbereich VII – Elektrotechnik – Mechatronik – Optometrie; Berliner Hochschule für Technik (BHT),,,https://www.bht-berlin.de/people/detail/1545,"RESEARCH GROUP/LAB: Stellv. Laborleiter, Humanoide Robotik (stated on https://www.bht-berlin.de/people/detail/1545) Other stated functions: Studienfachberater, Humanoide Robotik (Bachelor). Denomination (Lehrgebiet) on the Fachbereich VII Personen list: Digitale Systeme (https://www.bht-berlin.de/100). Lab page(s): https://www.bht-berlin.de/labor/detail/hrob."
Kristian Hildebrand,Prof. Dr. Kristian Hildebrand,Professor (Grafisch-Interaktive Systeme); Fachbereich VI – Informatik und Medien; Berliner Hochschule für Technik (BHT),,http://hildebrand.bht-berlin.de,https://www.bht-berlin.de/people/detail/1647,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/1647 (page lists only the professorship and any teaching/committee functions). Other stated functions: Vertreter der Professoren und Professorinnen, Kommission für Forschung und Förderung des wissenschaftlichen Nachwuchses. Denomination (Lehrgebiet) on the Fachbereich VI Personen list: Grafisch-Interaktive Systeme (https://www.bht-berlin.de/99)."
Ralph Hillbrand,Prof. Dipl.-Ing. Ralph Hillbrand,"Professor (Bühnentechnik / Beleuchtung); Fachbereich VIII – Maschinenbau, Veranstaltungstechnik, Verfahrenstechnik; Berliner Hochschule für Technik (BHT)",,,https://www.bht-berlin.de/people/detail/405,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/405 (page lists only the professorship and any teaching/committee functions). Denomination (Lehrgebiet) on the Fachbereich VIII Personen list: Bühnentechnik / Beleuchtung (https://www.bht-berlin.de/101)."
Sven Hille,Prof. Dr.-Ing. Sven Hille,Professor; Fachbereich VII – Elektrotechnik – Mechatronik – Optometrie; Berliner Hochschule für Technik (BHT),,http://prof.bht-berlin.de/hille/,https://www.bht-berlin.de/people/detail/1500,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/1500 (page lists only the professorship and any teaching/committee functions). Other stated functions: Studienfachberater, Energie- und Automatisierungssysteme (Master) | Studienfachberater, Elektrotechnik (Bachelor) | Vertreter der Professoren und Professorinnen, Kommission für die Stellungnahme zu Berufungsvorgängen."
Stephan Hinderlich,Prof. Dr. rer nat. habil. Stephan Hinderlich,Professor (Biochemie); Fachbereich V – Life Sciences and Technology; Berliner Hochschule für Technik (BHT),,,https://www.bht-berlin.de/people/detail/847,"RESEARCH GROUP/LAB: Laborleiter, Biochemie (stated on https://www.bht-berlin.de/people/detail/847) Denomination (Lehrgebiet) on the Fachbereich V Personen list: Biochemie (https://www.bht-berlin.de/98). Lab page(s): https://www.bht-berlin.de/labor/detail/bch."
Eleanor Hobley,Prof. Dr. Eleanor Hobley,Gastprofessorin; Fachbereich III – Bauingenieur- und Geoinformationswesen; Berliner Hochschule für Technik (BHT),,,https://www.bht-berlin.de/people/detail/2651,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/2651 (page lists only the professorship and any teaching/committee functions)."
Ina Holfelder,Prof. Dr.-Ing. Ina Holfelder,"Professorin (Konstruktion und Maschinenelemente); Fachbereich VIII – Maschinenbau, Veranstaltungstechnik, Verfahrenstechnik; Berliner Hochschule für Technik (BHT)",,https://prof.bht-berlin.de/holfelder,https://www.bht-berlin.de/people/detail/2184,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/2184 (page lists only the professorship and any teaching/committee functions). Denomination (Lehrgebiet) on the Fachbereich VIII Personen list: Konstruktion und Maschinenelemente (https://www.bht-berlin.de/101)."
Taco Holthuizen,Prof. Taco Holthuizen,Gastprofessor; Fachbereich IV – Architektur und Gebäudetechnik; Berliner Hochschule für Technik (BHT),,,https://www.bht-berlin.de/people/detail/2480,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/2480 (page lists only the professorship and any teaching/committee functions)."
Michael Holze,Prof. Michael Holze,Professor (Computergestützte Architekturdarstellung); Fachbereich IV – Architektur und Gebäudetechnik; Berliner Hochschule für Technik (BHT),,,https://www.bht-berlin.de/people/detail/1007,"RESEARCH GROUP/LAB: Laborleiter, Digitale Medien und Baumanagement (stated on https://www.bht-berlin.de/people/detail/1007) Denomination (Lehrgebiet) on the Fachbereich IV Personen list: Computergestützte Architekturdarstellung (https://www.bht-berlin.de/97). Lab page(s): https://www.bht-berlin.de/labor/detail/dmub."
Jörg Hornig-Klamroth,Prof. Dr. Jörg Hornig-Klamroth,"Studiendekan; Fachbereich VIII – Maschinenbau, Veranstaltungstechnik, Verfahrenstechnik; Berliner Hochschule für Technik (BHT)",,https://prof.bht-berlin.de/hornig/,https://www.bht-berlin.de/people/detail/1108,"RESEARCH GROUP/LAB: Laborleiter, Kunststoffverarbeitung und -prüfung (stated on https://www.bht-berlin.de/people/detail/1108) Other stated functions: Professor (Maschinenelemente, Technische Mechanik), Fachbereich VIII – Maschinenbau, Veranstaltungstechnik, Verfahrenstechnik | Stellvertretender Vorsitzender, Zentraler Wahlvorstand | Vertreter der Professoren und Professorinnen, Zentraler Wahlvorstand. Denomination (Lehrgebiet) on the Fachbereich VIII Personen list: Maschinenelemente, Technische Mechanik (https://www.bht-berlin.de/101). Lab page(s): https://www.bht-berlin.de/labor/detail/ksv."
Florian Hruby,Prof. Dr. Florian Hruby,Professor (Geodatenvisualisierung); Fachbereich III – Bauingenieur- und Geoinformationswesen; Berliner Hochschule für Technik (BHT),,https://prof.bht-berlin.de/hruby/,https://www.bht-berlin.de/people/detail/2174,"RESEARCH GROUP/LAB: Laborleiter, Geomedien (stated on https://www.bht-berlin.de/people/detail/2174) Other stated functions: Digitalisierungsbeauftragter, Fachbereich III – Bauingenieur- und Geoinformationswesen | Beauftragter für die Anerkennung von Studienleistungen, Geoinformation (Master) | Studienfachberater, Geoinformation (Master) | Beauftragter für die Praxisphase, Geoinformation (Bachelor) | Beauftragter für die Praxisphase, Geoinformation und Umwelt (Bachelor). Denomination (Lehrgebiet) on the Fachbereich III Personen list: Geodatenvisualisierung (https://www.bht-berlin.de/87). Lab page(s): https://www.bht-berlin.de/labor/detail/gem."
Berthold Hub,Dr. habil. Berthold Hub,Gastprofessor (Baugeschichte / Architekturtheorie); Fachbereich IV – Architektur und Gebäudetechnik; Berliner Hochschule für Technik (BHT),,,https://www.bht-berlin.de/people/detail/2062,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/2062 (page lists only the professorship and any teaching/committee functions). Denomination (Lehrgebiet) on the Fachbereich IV Personen list: Baugeschichte / Architekturtheorie (https://www.bht-berlin.de/97). TITLE NOTE: listed in the Fachbereich ""Professuren"" table but the personal page heading carries no ""Prof."" title; recorded verbatim."
Alexander Huber,Prof. Dr.-Ing. Alexander Huber,Professor (Allgemeine Betriebswirtschaftslehre (online)); Fachbereich I – Wirtschafts- und Gesellschaftswissenschaften; Berliner Hochschule für Technik (BHT),,http://prof.bht-berlin.de/huber/,https://www.bht-berlin.de/people/detail/416,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/416 (page lists only the professorship and any teaching/committee functions). Other stated functions: Studienfachberater, Wirtschaftsingenieurwesen Online (Bachelor) | Studienfachberater, Betriebswirtschaftslehre Online (Bachelor). Denomination (Lehrgebiet) on the Fachbereich I Personen list: Allgemeine Betriebswirtschaftslehre (online (https://www.bht-berlin.de/30)."
Edzard Höfig,Prof. Dr.-Ing. Edzard Höfig,Professor (Steuerung technischer Systeme); Fachbereich VI – Informatik und Medien; Berliner Hochschule für Technik (BHT),,http://prof.bht-berlin.de/hoefig,https://www.bht-berlin.de/people/detail/1494,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/1494 (page lists only the professorship and any teaching/committee functions). Other stated functions: Vertreter der Professoren und Professorinnen, Prüfungsausschuss Technische Informatik. Denomination (Lehrgebiet) on the Fachbereich VI Personen list: Steuerung technischer Systeme (https://www.bht-berlin.de/99)."
Katharina Höhne,Prof. Dr. Katharina Höhne,Professorin (Industrielle Mathematik); Fachbereich II – Mathematik – Physik – Chemie; Berliner Hochschule für Technik (BHT),,https://prof.bht-berlin.de/hoehne/,https://www.bht-berlin.de/people/detail/2173,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/2173 (page lists only the professorship and any teaching/committee functions). Denomination (Lehrgebiet) on the Fachbereich II Personen list: Industrielle Mathematik (https://www.bht-berlin.de/86)."
Hannes Höppner,Prof. Dr.-Ing. Hannes Höppner,Professor; Fachbereich VII – Elektrotechnik – Mechatronik – Optometrie; Berliner Hochschule für Technik (BHT),,https://www.hanneshoeppner.com/,https://www.bht-berlin.de/people/detail/2024,"RESEARCH GROUP/LAB: Laborleiter, Humanoide Robotik (stated on https://www.bht-berlin.de/people/detail/2024) Other stated functions: Vertreter der Professoren und Professorinnen, Fachbereichsrat VII. Lab page(s): https://www.bht-berlin.de/labor/detail/hrob."
Alex Hückler,Prof. Dr.-Ing. Alex Hückler,"Professor (Massivbau, Spannbetonbau, Brückenbau); Fachbereich III – Bauingenieur- und Geoinformationswesen; Berliner Hochschule für Technik (BHT)",,,https://www.bht-berlin.de/people/detail/2614,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/2614 (page lists only the professorship and any teaching/committee functions). Denomination (Lehrgebiet) on the Fachbereich III Personen list: Massivbau, Spannbetonbau, Brückenbau (https://www.bht-berlin.de/87)."
Stephan Hühn-Lindenbein,Prof. Dr. Stephan Hühn-Lindenbein,Professor (Lebensmitteltechnologie); Fachbereich V – Life Sciences and Technology; Berliner Hochschule für Technik (BHT),,https://prof.bht-berlin.de/huehn-lindenbein,https://www.bht-berlin.de/people/detail/1725,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/1725 (page lists only the professorship and any teaching/committee functions). Denomination (Lehrgebiet) on the Fachbereich V Personen list: Lebensmitteltechnologie (https://www.bht-berlin.de/98)."
Tom Hühns,Prof. Dr.-Ing. Tom Hühns,"Professor (Produktion); Fachbereich VIII – Maschinenbau, Veranstaltungstechnik, Verfahrenstechnik; Berliner Hochschule für Technik (BHT)",,,https://www.bht-berlin.de/people/detail/1433,"RESEARCH GROUP/LAB: Laborleiter, Digitale Produktentwicklung (stated on https://www.bht-berlin.de/people/detail/1433) Other stated functions: Vertreter der Professoren und Professorinnen, Fachbereichsrat VIII. Denomination (Lehrgebiet) on the Fachbereich VIII Personen list: Produktion (https://www.bht-berlin.de/101). Lab page(s): https://www.bht-berlin.de/labor/detail/dpe."
Selcan Ipek-Ugay,Prof. Dr. Selcan Ipek-Ugay,Professorin (Computer Science / Data Science); Fachbereich VI – Informatik und Medien; Berliner Hochschule für Technik (BHT),,https://prof.bht-berlin.de/ipek-ugay,https://www.bht-berlin.de/people/detail/2587,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/2587 (page lists only the professorship and any teaching/committee functions). Other stated functions: Stellv. nebenberufliche Frauenbeauftragte, Fachbereich VI – Informatik und Medien. Denomination (Lehrgebiet) on the Fachbereich VI Personen list: Computer Science / Data Science (https://www.bht-berlin.de/99)."
Wolfgang Jabs,Prof. Dr. Wolfgang Jabs,Professor (Analytische Biochemie); Fachbereich V – Life Sciences and Technology; Berliner Hochschule für Technik (BHT),,,https://www.bht-berlin.de/people/detail/1673,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/1673 (page lists only the professorship and any teaching/committee functions). Denomination (Lehrgebiet) on the Fachbereich V Personen list: Analytische Biochemie (https://www.bht-berlin.de/98)."
Ronny Jahnke,Prof. Dr.-Ing. Ronny Jahnke,Professor (Industrieelektronik und Automatisierungstechnik); Fachbereich VII – Elektrotechnik – Mechatronik – Optometrie; Berliner Hochschule für Technik (BHT),,https://prof.bht-berlin.de/jahnke/,https://www.bht-berlin.de/people/detail/1980,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/1980 (page lists only the professorship and any teaching/committee functions). Denomination (Lehrgebiet) on the Fachbereich VII Personen list: Industrieelektronik und Automatisierungstechnik (https://www.bht-berlin.de/100)."
André Jakob,Prof. Dr.-Ing. André Jakob,Professor (Digitale Signalverarbeitung); Fachbereich VII – Elektrotechnik – Mechatronik – Optometrie; Berliner Hochschule für Technik (BHT),,https://prof.bht-berlin.de/jakob/,https://www.bht-berlin.de/people/detail/1714,"RESEARCH GROUP/LAB: Stellv. Laborleiter, Digitaltechnik und digitale Signalverarbeitung (stated on https://www.bht-berlin.de/people/detail/1714) Denomination (Lehrgebiet) on the Fachbereich VII Personen list: Digitale Signalverarbeitung (https://www.bht-berlin.de/100). Lab page(s): https://www.bht-berlin.de/labor/detail/dsv."
Nicole Jekel,Prof. Dr. Nicole Jekel,Professorin (Betriebswirtschaftslehre / Controlling); Fachbereich I – Wirtschafts- und Gesellschaftswissenschaften; Berliner Hochschule für Technik (BHT),,,https://www.bht-berlin.de/people/detail/1400,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/1400 (page lists only the professorship and any teaching/committee functions). Other stated functions: Beauftragte für die Praxisphase, Wirtschaftsingenieurwesen/Bau (Bachelor). Denomination (Lehrgebiet) on the Fachbereich I Personen list: Betriebswirtschaftslehre / Controlling (https://www.bht-berlin.de/30)."
Zbigniew Jerzak,Prof. Dr. Zbigniew Jerzak,Professor; Fachbereich VI – Informatik und Medien; Berliner Hochschule für Technik (BHT),,https://prof.bht-berlin.de/jerzak,https://www.bht-berlin.de/people/detail/2588,"RESEARCH GROUP/LAB: Laborleiter, Rechner- und Informationssysteme (stated on https://www.bht-berlin.de/people/detail/2588) Other stated functions: Studienfachberater, Data Engineering (Bachelor) | Vertreter der Professoren und Professorinnen, Akademischer Senat | Vertreter der Professoren und Professorinnen, Akademische Versammlung. Lab page(s): https://www.bht-berlin.de/labor/detail/ris."
Patrick Jochum,Prof. Dr. Patrick Jochum,Professor (Energieeffizientes Bauen); Fachbereich IV – Architektur und Gebäudetechnik; Berliner Hochschule für Technik (BHT),,https://prof.bht-berlin.de/jochum/,https://www.bht-berlin.de/people/detail/1047,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/1047 (page lists only the professorship and any teaching/committee functions). Other stated functions: Vertreter der Professoren und Professorinnen, Fachbereichsrat IV. Denomination (Lehrgebiet) on the Fachbereich IV Personen list: Energieeffizientes Bauen (https://www.bht-berlin.de/97)."
Annette Juhr,Prof. Dr. Annette Juhr,"Professorin (Verfahrenstechnik); Fachbereich VIII – Maschinenbau, Veranstaltungstechnik, Verfahrenstechnik; Berliner Hochschule für Technik (BHT)",,https://prof.bht-berlin.de/juhr/,https://www.bht-berlin.de/people/detail/1641,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/1641 (page lists only the professorship and any teaching/committee functions). Other stated functions: Studienfachberaterin, Wirtschaftsingenieur/in – Energie und Umweltressourcen (Master). Denomination (Lehrgebiet) on the Fachbereich VIII Personen list: Verfahrenstechnik (https://www.bht-berlin.de/101)."
Stefan Junge,Prof. Dipl.-Ing. Stefan Junge,Professor (Verpackungstechnik); Fachbereich V – Life Sciences and Technology; Berliner Hochschule für Technik (BHT),,,https://www.bht-berlin.de/people/detail/1191,"RESEARCH GROUP/LAB: Laborleiter, Verpackungstechnik (stated on https://www.bht-berlin.de/people/detail/1191) Other stated functions: Beauftragter für die Anerkennung von Studienleistungen, Verpackungstechnik, Umwelt und Design (Bachelor) | Studienfachberater, Verpackungstechnik und Management (Master) | Beauftragter für die Praxisphase, Verpackungstechnik, Umwelt und Design (Bachelor). Denomination (Lehrgebiet) on the Fachbereich V Personen list: Verpackungstechnik (https://www.bht-berlin.de/98). Lab page(s): https://www.bht-berlin.de/labor/detail/vpt."
Susanne Junker,Prof. Dr.-Ing. Susanne Junker,Professorin (Gebäudeentwurf / Innenraumgestaltung / Visualisierung mittels virtueller Medien); Fachbereich IV – Architektur und Gebäudetechnik; Berliner Hochschule für Technik (BHT),,,https://www.bht-berlin.de/people/detail/432,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/432 (page lists only the professorship and any teaching/committee functions). Other stated functions: Vertreterin der Professoren und Professorinnen, Akademischer Senat | Vertreterin der Professoren und Professorinnen, Akademische Versammlung. Denomination (Lehrgebiet) on the Fachbereich IV Personen list: Gebäudeentwurf / Innenraumgestaltung / Visualisierung mittels virtueller Medien (https://www.bht-berlin.de/97)."
