name,affiliation,country,homepage,scholarid,orcid
Rachid Hourizi,University of Bath,gb,http://www.bath.ac.uk/cdas/people/associates/rachid-hourizi/index.html,NOSCHOLARPAGE,
Rohit Babbar,University of Bath,gb,https://researchportal.bath.ac.uk/en/persons/rohit-babbar,QsqvuGsAAAAJ,0000-0002-3787-8971
Russell J. Bradford,University of Bath,gb,http://www.bath.ac.uk/comp-sci/contacts/academics/russell_bradford,82dRKOQAAAAJ,
Simon L. Jones,University of Bath,gb,http://people.bath.ac.uk/cs3sj,OHeUPTQAAAAJ,0000-0003-4111-0591
Stephen J. Payne,University of Bath,gb,http://www.bath.ac.uk/comp-sci/contacts/academics/stephen_payne,i6teB6AAAAAJ,
Thieu Vo,University of Bath,gb,https://researchportal.bath.ac.uk/en/persons/thieu-vo,CM2qJSoAAAAJ,0000-0001-7957-5648
Tom S. F. Haines,University of Bath,gb,http://thaines.com,jg2HJ7QAAAAJ,0000-0002-7181-3223
Vinay P. Namboodiri,University of Bath,gb,https://vinaypn.github.io,JyHi9OoAAAAJ,0000-0001-5262-9722
Willem B. Heijltjes,University of Bath,gb,http://www.cs.bath.ac.uk/~wbh22,TzO85XoAAAAJ,0009-0001-8941-1150
Willem Heijltjes,University of Bath,gb,http://www.cs.bath.ac.uk/~wbh22,TzO85XoAAAAJ,0009-0001-8941-1150
Yong-Liang Yang 0002,University of Bath,gb,http://www.yongliangyang.net,v2etATwAAAAJ,0000-0002-8071-5756
Yongliang Yang 0002,University of Bath,gb,http://www.yongliangyang.net,v2etATwAAAAJ,0000-0002-8071-5756
Özgür Simsek,University of Bath,gb,https://researchportal.bath.ac.uk/en/persons/%C3%B6zg%C3%BCr-%C5%9Fim%C5%9Fek,z1BYZG0AAAAJ,0000-0001-5449-0437
Achim Jung,University of Birmingham,gb,https://www.birmingham.ac.uk/staff/profiles/computer-science/jung-achim.aspx,hCqqihQAAAAJ,0000-0002-9899-5637
Ales Leonardis,University of Birmingham,gb,https://www.birmingham.ac.uk/staff/profiles/computer-science/academic-staff/leonardis-ales.aspx,BEFl4j0AAAAJ,0000-0003-0773-3277
Alexander Krull,University of Birmingham,gb,https://www.birmingham.ac.uk/staff/profiles/computer-science/academic-staff/krull-alexander.aspx,NOSCHOLARPAGE,0000-0002-7778-7169
Andrew Howes,University of Birmingham,gb,https://www.birmingham.ac.uk/staff/profiles/computer-science/academic-staff/howes-andrew.aspx,iswtssoAAAAJ,0000-0003-4251-1127
Anupam Das 0002,University of Birmingham,gb,https://www.birmingham.ac.uk/staff/profiles/computer-science/academic-staff/das-anupam.aspx,Y8t29XcAAAAJ,0000-0002-0142-3676
Ata Kabán,University of Birmingham,gb,https://www.birmingham.ac.uk/staff/profiles/computer-science/academic-staff/kaban-ata.aspx,rb1Om0cAAAAJ,
Chris Baber,University of Birmingham,gb,https://www.birmingham.ac.uk/staff/profiles/computer-science/academic-staff/baber-chris.aspx,MQ184fQAAAAJ,0000-0002-1830-2272
Christopher Baber,University of Birmingham,gb,https://www.birmingham.ac.uk/staff/profiles/computer-science/baber-chris.aspx,MQ184fQAAAAJ,
Dan R. Ghica,University of Birmingham,gb,https://www.birmingham.ac.uk/staff/profiles/computer-science/academic-staff/ghica-dan.aspx,nkaLcCAAAAAJ,0000-0002-4003-8893
David F. Oswald,University of Birmingham,gb,https://www.birmingham.ac.uk/staff/profiles/computer-science/academic-staff/oswald-david.aspx,JEOz3NoAAAAJ,0000-0001-8524-5282
David Galindo,University of Birmingham,gb,https://www.birmingham.ac.uk/staff/profiles/computer-science/galindo-david.aspx,1ApKnFgAAAAJ,0000-0003-3563-5551
Eike Ritter,University of Birmingham,gb,https://www.birmingham.ac.uk/staff/profiles/computer-science/academic-staff/ritter-eike.aspx,01QHHq4AAAAJ,0009-0005-2100-8866
Ela Claridge,University of Birmingham,gb,https://www.birmingham.ac.uk/staff/profiles/computer-science/claridge-ela.aspx,oMP44BAAAAAJ,
Felipe Orihuela-Espina,University of Birmingham,gb,https://www.birmingham.ac.uk/staff/profiles/computer-science/academic-staff/orihuela-espina-felipe.aspx,Yj2_-7kAAAAJ,0000-0001-8963-7283
Flavio D. Garcia,University of Birmingham,gb,https://www.birmingham.ac.uk/staff/profiles/computer-science/academic-staff/garcia-flavio.aspx,AMbuD_oAAAAJ,0000-0001-8552-5962
Hamid Dehghani,University of Birmingham,gb,https://www.birmingham.ac.uk/staff/profiles/computer-science/academic-staff/dehghani-hamid.aspx,SIYS-lcAAAAJ,
Hyung Jin Chang,University of Birmingham,gb,https://www.birmingham.ac.uk/staff/profiles/computer-science/academic-staff/chang-jin-hyung.aspx,3TggrEkAAAAJ,0000-0001-7495-9677
Hyunyoung Kim 0001,University of Birmingham,gb,https://www.birmingham.ac.uk/staff/profiles/computer-science/academic-staff/kim-hyunyoung.aspx,kS2h6EgAAAAJ,0000-0002-9807-5216
Jens Christian Claussen,University of Birmingham,gb,https://www.birmingham.ac.uk/staff/profiles/computer-science/academic-staff/claussen-jens-christian.aspx,fCjDwsIAAAAJ,
Jianbo Jiao,University of Birmingham,gb,https://www.birmingham.ac.uk/staff/profiles/computer-science/academic-staff/jiao-jianbo.aspx,HkEiMMwAAAAJ,0000-0003-0833-5115
